0.	<i>adj</i><br><ol><li>0th</li></ol>
nefdýr|nefdýrs|nefdýri|nefdýrunum|nefdýrin|nefdýra|nefdýrinu|nefdýranna|nefdýrið|nefdýrum|nefdýrsins	<i>noun</i><br><ol><li>monotreme (Monotremata)</li></ol>
neflaus|neflausum|neflausar|neflaust|neflausa|neflausu|neflausrar|neflausi|neflauss|neflausra|neflausri|neflausan|neflausir	<i>adj</i><br><ol><li>noseless</li></ol>
nefna|nefnstu|nefnandist|það nefnist|predicatively|þið nefnduð|að nefnast|nefnd|við nefnumst|hún|nefndra|nefndur|þau nefnist|nefnt|að nefna|þau nefni|það nefndist|þú nefnist|ég nefndist|only for explicatory subclauses|nefnandi|þú nefndir|nefnst|ég nefni|ég nefnist|nefniði|þið nefnist|þeir|það nefni|nefnst (þú)|nefnisti|nefndar|við nefndum|þau nefna|ég nefndi|nefndir|nefndri|nefnist (þið)|it is never used attributively|nefndrar|það nefnir|þau nefndu|nefnda|nefndi|hann|nefnds|þú nefnir|nefn (þú)|við nefndumst|nefndum|þau nefnast|þú nefndist|nefnið (þið)|þið nefnið|það nefndi|þið nefndust|þau nefndust|nefndan|við nefnum|nefndu|þær	<i>verb</i><br><ol><li>(transitive, with accusative) to name (give a name to)</li><li>(transitive, with accusative) to call (by name)</li><li>(transitive, with accusative) to mention</li><li>(transitive, with accusative) to appoint, name</li></ol>
nefnari|nefnarar|nefnarann|nefnurum|nefnarinn|nefnaranum|nefnarans|nefnarana|nefnurunum|nefnara|nefnaranna|nefnararnir	<i>noun</i><br><ol><li>(arithmetic) denominator</li></ol>
nefnd|nefndar|nefndunum|nefndarinnar|nefndina|nefndanna|nefndir|nefndinni|nefndirnar|nefndin|nefnda|nefndum	<i>noun</i><br><ol><li>committee</li></ol>
nefnifall|nefniföllin|nefnifalli|nefnifallinu|nefniföllum|nefniföllunum|nefnifalla|nefniföll|nefnifalls|nefnifallanna|nefnifallið|nefnifallsins	<i>noun</i><br><ol><li>(grammar) the nominative case</li></ol>
nefnilega	<i>adv</i><br><ol><li>that is, that is to say</li><li>namely, viz.</li><li>because, as</li><li>right, exactly</li></ol>
negla|neglst (þú)|þú neglist|neglds|ég negldist|það negli|negldu|predicatively|þið neglist|við neglumst|þau neglast|negldum|negluna|þau negli|negld|ég negldi|hún|neglt|neglið (þið)|það neglist|negldi|þú negldir|þið negldust|þið neglduð|neglstu|það negldi|neglandist|negldri|þau negldust|þau negldu|negliði|only for explicatory subclauses|við neglum|negldan|neglum|negldra|neglunum|neglanna|að neglast|negldur|þeir|neglurnar|ég neglist|neglunnar|negl (þú)|neglandi|það negldist|neglur|neglan|it is never used attributively|þau negla|negldar|negldrar|við negldumst|það neglir|hann|þú neglir|ég negli|að negla|þau neglist|þið neglið|neglist (þið)|negldir|við negldum|neglda|neglunni|neglu|þú negldist|neglisti|þær|neglst	<i>verb</i><br><ol><li>(transitive, with accusative) to nail</li></ol><br><i>noun</i><br><ol><li>stopper, plug</li></ol>
negri|negrunum|negranna|negra|negrinn|negranum|negrana|negrar|negrans|negrarnir|negrann|negrum	<i>noun</i><br><ol><li>A black person, negro</li></ol>
negull|negullinn|negulsins|negul|negulinn|neguls|negulnum	<i>noun</i><br><ol><li>cloves (spice)</li></ol>
nei	<i>adv</i><br><ol><li>no</li></ol>
neibb	<i>adv</i><br><ol><li>(informal) nope, no</li></ol>
neibbs	<i>adv</i><br><ol><li>(informal) nope, no</li></ol>
neinn|neitt|nein	<i>pron</i><br><ol><li>no one, nobody, nothing</li></ol>
neita|neitaði|neitað	<i>verb</i><br><ol><li>to deny</li><li>to decline, refuse</li></ol>
neitun|neitana|neitununum|neitunin|neitunum|neitunarinnar|neitananna|neitunar|neitanirnar|neitanir|neitunina|neituninni	<i>noun</i><br><ol><li>a refusal</li><li>a repudiation</li><li>a denial</li><li>a negative answer</li><li>(syntax, logic) a negation</li></ol>
neitunarháttur|neitunarhættina|neitunarháttum|neitunarhátturinn|neitunarhátt|neitunarhættirnir|neitunarhættir|neitunarhætti|neitunarhættinum|neitunarháttunum|neitunarháttanna|neitunarháttinn|neitunarhátta|neitunarháttar|neitunarháttarins	<i>noun</i><br><ol><li>(philosophy, logic) modus tollens; (a valid form of argument in which the consequent of a conditional proposition is denied, entailing the denial of the consequent):</li></ol>
neitunarvald|neitunarvaldið|neitunarvalds|neitunarvaldi|neitunarvaldanna|neitunarvalda|neitunarvöldunum|neitunarvöldum|neitunarvöldin|neitunarvöld|neitunarvaldinu|neitunarvaldsins	<i>noun</i><br><ol><li>veto</li></ol>
nekt|nektin|nektinni|nektarinnar|nektar|nektina	<i>noun</i><br><ol><li>nakedness, nudity</li></ol>
nektardans|nektardönsum|nektardansi|nektardansinn|nektardönsunum|nektardansarnir|nektardansa|nektardansanna|nektardansar|nektardansins|nektardansinum|nektardansana	<i>noun</i><br><ol><li>striptease</li></ol>
nema|nemandi|þau næmu|þið nemið|ég næmi|það nemi|þau nemi|það næmi|ég nam|þið næmuð|nemnu|nemnum|að nema|hún|nemdu|numið|ég nem|við næmum|neminn|nem (þú)|það nam|námu|við námum|nemna|ég nemi|nam|þú nemur|þú næmir|nemni|þær|þeir|nemið (þið)|nemnar|neminni|þú namst|nemnir|það nemur|neminnar|nemið|hann|nemins|nemin|neminna|þau námu|þú nemir|við nemum|nemiði|þið námuð|þau nema	<i>verb</i><br><ol><li>to take, capture</li><li>to mine (ore, coal, etc.)</li><li>to amount to</li><li>to detect, perceive</li><li>to study (a specified subject)</li><li>(poetic) an auxiliary verb used with a main verb in the infinitive; this construction has the same meaning as the main verb, its inflection simply being transferred to the auxiliary, and serves merely to obtain a fitting rhyme and syllable structure</li><li>(with the preposition við + accusative) to touch, reach</li></ol><br><i>conj</i><br><ol><li>(connecting noun phrases) except</li><li>(connecting clauses) unless</li><li>(connecting clauses) but that, whether or not (introducing a hypothetical but likely scenario)</li></ol>
nema lög úr gildi	<i>verb</i><br><ol><li>(law) To repeal a law.</li></ol>
nemandi|nemandinn|nemendur|nemandann|nemendurna|nemenda|nemendanna|nemanda|nemendunum|nemandanum|nemendurnir|nemendum|nemandans	<i>noun</i><br><ol><li>student, pupil</li></ol>
nemi|neminn|nemans|nemanum|nemunum|nemanna|nemana|nemum|nema|nemar|nemarnir|nemann	<i>noun</i><br><ol><li>student</li><li>sensor, pickup, probe</li><li>receptor</li><li>sonde</li></ol>
nenna|nennt|nennti	<i>verb</i><br><ol><li>(transitive, governs the dative) to be bothered to do something, to bother, to feel like doing something, to care to do something</li></ol>
neon|neonsins|neonið|neons|neoninu|neoni	<i>noun</i><br><ol><li>neon</li></ol>
nepalskur|nepalskan|nepölsk|nepalskri|nepalskir|nepalski|nepalskrar|nepalskt|nepölsku|nepalskra|nepalskar|nepalsks|nepölskum|nepalska	<i>adj</i><br><ol><li>Nepali, Nepalese (pertaining to Nepal)</li></ol>
nepja|nepjunnar|nepjanna|nepjur|nepjunum|nepjuna|nepjum|nepjurnar|nepju|nepjan|nepjunni	<i>noun</i><br><ol><li>nip, chill, chilliness, bitter cold, biting cold</li></ol>
neptúnín|neptúníni|neptúníns|neptúnínið|neptúnínsins|neptúníninu	<i>noun</i><br><ol><li>neptunium (chemical element)</li></ol>
nes|nesið|nesa|nessins|nesunum|nesi|nesinu|nesin|ness|nesanna|nesum	<i>noun</i><br><ol><li>a headland, a cape, a ness projecting to the sea or lake, a promontory</li></ol>
nesti|nestis|nestinu|nestið|nestisins	<i>noun</i><br><ol><li>provisions or lunch brought to school, work, on travels etc.; packed lunch</li></ol>
nestisbox|nestisboxinu|nestisboxins|nestisboxanna|nestisboxi|nestisboxið|nestisboxum|nestisboxa|nestisboxin|nestisboxunum	<i>noun</i><br><ol><li>lunchbox</li></ol>
nestiskassi|nestiskassar|nestiskassana|nestiskössunum|nestiskassanna|nestiskassann|nestiskössum|nestiskassarnir|nestiskassa|nestiskassinn|nestiskassans|nestiskassanum	<i>noun</i><br><ol><li>lunchbox</li></ol>
net|neti|netin|netinu|netið|netsins|netunum|nets|neta|netanna|netum	<i>noun</i><br><ol><li>net</li><li>(computing) network</li><li>(computing, usually definite) the Internet</li></ol>
netafræði|netafræðinni|netafræðina|netafræðin|netafræðinnar	<i>noun</i><br><ol><li>graph theory</li></ol>
netfang|netföngin|netföngum|netfangi|netfanga|netfanginu|netfangsins|netfangið|netfanganna|netfangs|netföng|netföngunum	<i>noun</i><br><ol><li>(computing) e-mail address</li></ol>
netið	<i>noun</i><br><ol><li>(computing) The Internet</li></ol>
netja|ég netjast|netjunnar|það netjar|þú netjir|predicatively|þið netjuðuð|að netjast|netjanna|netjaði|þið netjið|við netjumst|það netjist|netjuðum|hún|netjaðri|ég netjaði|netjurnar|við netjuðumst|netjisti|netja (þú)|ég netja|þið netjist|þú netjaðir|við netjuðum|only for explicatory subclauses|það netjaði|þú netjist|þið netjuðust|netju|netjunum|ég netji|netjandi|þau netji|netjandist|þau netjuðust|netjaðan|þeir|netjan|netjuna|netjist (þið)|það netji|þú netjast|ég netjist|netjiði|við netjum|it is never used attributively|þau netjast|netjaðs|netjaðra|þú netjar|þau netjist|ég netjaðist|netjast (þú)|hann|það netjast|netjaðir|netjaðrar|netjaður|netjum|netjur|netjuð|netjuðu|netjastu|að netja|þú netjaðist|netjið (þið)|þau netjuðu|netjast|þau netja|netjaða|netjaðu|það netjaðist|netjunni|netjaðar|þær|netjað	<i>verb</i><br><ol><li>to net, catch in a net</li></ol><br><i>noun</i><br><ol><li>caul, omentum</li></ol>
netjuský|netjuskýin|netjuskýið|netjuskýsins|netjuskýja|netjuskýinu|netjuskýjanna|netjuskýjunum|netjuskýi|netjuskýs|netjuskýjum	<i>noun</i><br><ol><li>altocumulus</li></ol>
netkorn|netkornanna|netkornin|netkorns|netkornið|netkorna|netkorninu|netkornum|netkorni|netkornunum|netkornsins	<i>noun</i><br><ol><li>(cytology) ribosome</li></ol>
netla|netlunnar|netluna|netlan|netlurnar|netlum|netlunum|netlu|netlna|netlunni|netlur|netlnanna	<i>noun</i><br><ol><li>nettle (herb of the genus Urtica)</li></ol>
netpóstur|netpósts|netpóstinum|netpóstsins|netpósti|netpóstinn|netpósturinn|netpóst	<i>noun</i><br><ol><li>email</li></ol>
netsamband|netsambands|netsambandið|netsambandi|netsambandsins|netsambandinu	<i>noun</i><br><ol><li>Internet connection</li></ol>
nettenging|nettengingar|nettengingin|nettengingu|nettenginguna|nettengingarinnar|nettengingunni	<i>noun</i><br><ol><li>Internet connection</li></ol>
nettó	<i>adj</i><br><ol><li>net</li></ol>
nettóþyngd|nettóþyngdin|nettóþyngdina|nettóþyngdinni|nettóþyngdarinnar|nettóþyngdar	<i>noun</i><br><ol><li>net weight</li></ol>
netverji|netverjarnir|netverjanum|netverjar|netverjunum|netverjann|netverjanna|netverjans|netverjum|netverjana|netverja|netverjinn	<i>noun</i><br><ol><li>blogger (someone who contributes to a blog)</li></ol>
netþjónn|netþjónunum|netþjónum|netþjónanna|netþjónninn|netþjónana|netþjónar|netþjóns|netþjóninn|netþjóninum|netþjóna|netþjónsins|netþjóni|netþjón|netþjónarnir	<i>noun</i><br><ol><li>(computing) server</li></ol>
neyddur	<i>adj</i><br><ol><li>forced</li></ol>
neysla|neyslunnar|neysluna|neyslna|neyslan|neyslunum|neyslunni|neyslur|neyslnanna|neyslum|neyslurnar|neyslu	<i>noun</i><br><ol><li>consumption, ingestion</li><li>(by extension, as 'í neyslu') habitual drug-use</li></ol>
neytandi|neytandann|neytanda|neytandinn|neytendurna|neytendum|neytandanum|neytendunum|neytandans|neytenda|neytendur|neytendanna|neytendurnir	<i>noun</i><br><ol><li>consumer</li></ol>
neyð|neyðirnar|neyðir|neyðin|neyðanna|neyðunum|neyða|neyðina|neyðum|neyðarinnar|neyðar|neyðinni	<i>noun</i><br><ol><li>distress</li><li>hardship</li></ol>
neyða|neydd|þið neyðist|neyddan|neyðst|neytt|predicatively|að neyðast|neyddum|það neyðist|við neyðumst|neydda|þú neyddir|ég neyddist|neyðist (þið)|það neyddist|hún|þú neyðist|neyddur|neyddra|neyðið (þið)|neyddri|neyðandi|þau neyddu|neydds|ég neyddi|við neyðum|only for explicatory subclauses|það neyði|þið neyddust|þú neyðir|neyddi|það neyðir|þau neyði|neyðstu|þeir|neyddu|neyðandist|þau neyðast|neyddar|þið neyðið|við neyddum|það neyddi|it is never used attributively|neyðisti|við neyddumst|þú neyddist|ég neyði|hann|þau neyðist|neyðst (þú)|þið neydduð|ég neyðist|neyddir|þau neyða|neyddrar|að neyða|neyðiði|neyð (þú)|þau neyddust|þær	<i>verb</i><br><ol><li>(with accusative) to force</li></ol>
neyða til	<i>verb</i><br><ol><li>(with accusative and dative) to force somebody to do something</li></ol>
neyðarsendir|neyðarsendar|neyðarsendisins|neyðarsendanna|neyðarsendis|neyðarsendunum|neyðarsendarnir|neyðarsenda|neyðarsendum|neyðarsendi|neyðarsendinum|neyðarsendana|neyðarsendirinn|neyðarsendinn	<i>noun</i><br><ol><li>emergency transmitter</li></ol>
neyðarástand|neyðarástandið|neyðarástandi|neyðarástandinu|neyðarástandsins|neyðarástands	<i>noun</i><br><ol><li>emergency</li></ol>
neðan	<i>adv</i><br><ol><li>(of direction) below, beneath</li><li>(of a place) below, at the bottom</li></ol>
neðanjarðar	<i>adv</i><br><ol><li>underground, below ground</li></ol>
neðanjarðarbraut|neðanjarðarbrautanna|neðanjarðarbrauta|neðanjarðarbrautum|neðanjarðarbrautir|neðanjarðarbrautar|neðanjarðarbrautunum|neðanjarðarbrautarinnar|neðanjarðarbrautina|neðanjarðarbrautirnar|neðanjarðarbrautinni|neðanjarðarbrautin	<i>noun</i><br><ol><li>underground railway, subway</li></ol>
neðansjávar	<i>adv</i><br><ol><li>underwater</li></ol>
neðri|neðstur	<i>adj</i><br><ol><li>(comparative degree) lower, farther below</li></ol>
neðri kjálki|neðri kjálka|neðri kjálkana|neðri kjálkunum|neðri kjálkanum|neðri kjálkum|neðri kjálkarnir|neðri kjálkanna|neðri kjálkann|neðri kjálkinn|neðri kjálkar|neðri kjálkans	<i>noun</i><br><ol><li>mandible (bone)</li></ol>
neódým|neódýmið|neódými|neódýmsins|neódýms|neódýminu	<i>noun</i><br><ol><li>neodymium (chemical element)</li></ol>
neópren|neópreni|neópreninu|neóprens|neóprensins|neóprenið	<i>noun</i><br><ol><li>neoprene</li></ol>
nibbs	<i>adv</i><br><ol><li>(informal) nope, no</li></ol>
nifl|niflið|niflsins|nifls|nifli|niflinu	<i>noun</i><br><ol><li>(poetic) fog, darkness</li></ol>
nifteind|nifteindunum|nifteindirnar|nifteindina|nifteindarinnar|nifteindar|nifteindum|nifteindir|nifteindin|nifteindinni|nifteinda|nifteindanna	<i>noun</i><br><ol><li>neutron</li></ol>
nifteindastjarna|nifteindastjörnuna|nifteindastjörnu|nifteindastjarnan|nifteindastjörnurnar|nifteindastjarnanna|nifteindastjörnur|nifteindastjörnum|nifteindastjörnunnar|nifteindastjörnunum|nifteindastjörnunni	<i>noun</i><br><ol><li>(astronomy) neutron star</li></ol>
nikka|þið nikkuðust|nikkaðan|nikkan|ég nikkast|predicatively|nikkaðar|nikkað|það nikkaðist|nikkaðu|hún|þau nikkist|það nikkaði|nikkandist|nikkast|ég nikka|ég nikkist|ég nikkaðist|nikkunum|nikkaðs|þau nikkuðust|nikkuðum|nikkaða|nikku|það nikkist|við nikkuðum|nikkurnar|ég nikkaði|við nikkum|nikkaðri|þau nikka|nikkaðir|þú nikkar|nikkaður|að nikkast|þeir|þið nikkið|it is never used attributively|við nikkuðumst|nikka (þú)|nikkur|nikkastu|nikkanna|þú nikkaðist|þið nikkuðuð|nikkuna|nikkist (þið)|nikkið (þið)|nikkuðu|nikkaði|þau nikkuðu|þú nikkir|ég nikki|nikkiði|nikkum|hann|nikkast (þú)|þú nikkaðir|nikkunni|nikkaðrar|nikkandi|það nikkar|þú nikkist|þau nikki|það nikki|nikkisti|þau nikkast|nikkaðra|only for explicatory subclauses|það nikkast|þið nikkist|nikkuð|þú nikkast|nikknanna|nikkna|nikkunnar|við nikkumst|að nikka|þær	<i>verb</i><br><ol><li>to make a slight movement with the head to greet someone or to point to something</li><li>to nod</li><li>(soccer) to head, to strike a soccer ball with the head</li></ol><br><i>noun</i><br><ol><li>accordion</li></ol>
nikkel|nikkeli|nikkels|nikkelinu|nikkelsins|nikkelið	<i>noun</i><br><ol><li>nickel (chemical element)</li></ol>
nippill|nipplunum|nippilsins|nipplu|nippils|nipplar|nippli|nipplanna|nipplana|nipplur|nippil|nipplinum|nipplum|nipplarnir|nippilinn|nippla|nippillinn	<i>noun</i><br><ol><li>(rare, technical jargon) nipple (connector)</li></ol>
nippla|nipplu|nipplur	<i>noun</i><br><ol><li>(informal) a nipple (typically female)</li></ol>
nirfill|nirfla|nirflarnir|nirflinum|nirflum|nirflanna|nirfils|nirflar|nirfil|nirfillinn|nirfilinn|nirfilsins|nirflunum|nirflana|nirfli	<i>noun</i><br><ol><li>miser</li></ol>
nit|nitar|nitinni|nitarinnar|nitin|nitina	<i>noun</i><br><ol><li>nit (egg of a louse)</li></ol>
nitur|nitursins|nitri|nitrið|niturs|nitrinu	<i>noun</i><br><ol><li>nitrogen</li></ol>
niðjatal|niðjatöl|niðjatölin|niðjatali|niðjatals|niðjatölunum|niðjatölum|niðjatalanna|niðjatalsins|niðjatalinu|niðjatalið|niðjatala	<i>noun</i><br><ol><li>genealogy, family tree, a list of descendants</li></ol>
niðji|niðjum|niðjanna|niðjans|niðjarnir|niðjanum|niðjunum|niðjann|niðjana|niðja|niðjar|niðjinn	<i>noun</i><br><ol><li>(poetic) descendant</li></ol>
niðrandi|Weak	<i>adj</i><br><ol><li>pejorative</li></ol>
niðri	<i>adv</i><br><ol><li>downstairs, below</li></ol>
niður|niðar|niði|niðinum|niðurinn|niðarins|nið|niðnum|niðinn	<i>adv</i><br><ol><li>down, downwards</li></ol><br><i>noun</i><br><ol><li>murmuring, humming, purling</li></ol>
niðurgangur|niðurgang|niðurganginn|niðurganginum|niðurgangs|niðurgangsins|niðurgangurinn|niðurgangi	<i>noun</i><br><ol><li>diarrhea</li></ol>
niðurlæging|niðurlægingar|niðurlæginganna|niðurlægingunum|niðurlæginguna|niðurlægingin|niðurlægingunni|niðurlæginga|niðurlægingum|niðurlægingarinnar|niðurlægingarnar|niðurlægingu	<i>noun</i><br><ol><li>humiliation</li></ol>
niðurlægja|það niðurlægir|þau niðurlægðust|predicatively|þið niðurlægið|niðurlægst (þú)|það niðurlægði|niðurlægst|niðurlægjandi|að niðurlægja|niðurlægt|ég niðurlægði|ég niðurlægðist|hún|þið niðurlægðust|niðurlægist (þið)|niðurlægiði|þú niðurlægist|við niðurlægjumst|það niðurlægi|niðurlægðar|þú niðurlægir|only for explicatory subclauses|niðurlægður|niðurlægið (þið)|við niðurlægðum|niðurlægði|niðurlægðan|niðurlægðri|þeir|þau niðurlægðu|að niðurlægjast|niðurlægjandist|þið niðurlægðuð|þið niðurlægist|þau niðurlægjast|þau niðurlægi|ég niðurlægist|niðurlægða|it is never used attributively|niðurlægðs|niðurlægðu|niðurlægstu|við niðurlægjum|niðurlæg (þú)|hann|það niðurlægist|þau niðurlægist|við niðurlægðumst|þú niðurlægðir|niðurlægðir|ég niðurlægi|niðurlægisti|þú niðurlægðist|það niðurlægðist|niðurlægðra|niðurlægð|þau niðurlægja|niðurlægðrar|þær|niðurlægðum	<i>verb</i><br><ol><li>(transitive, with accusative) to humiliate, to abase</li></ol>
niðurlægjandi	<i>adj</i><br><ol><li>humiliating</li></ol>
niðurskurður|niðurskurð|niðurskurði|niðurskurðinn|niðurskurðinum|niðurskurðurinn|niðurskurðarins|niðurskurðar	<i>noun</i><br><ol><li>cut, reduction</li><li>slaughtering</li></ol>
niðurstaða|niðurstöðunni|niðurstöðuna|niðurstöðum|niðurstöðunum|niðurstöður|niðurstaðanna|niðurstaðan|niðurstöðu|niðurstaðna|niðurstöðunnar|niðurstöðurnar|niðurstaðnanna	<i>noun</i><br><ol><li>outcome, decision, conclusion</li></ol>
njálgur|njálgnum|njálginn|njálg|njálgurinn|njálgarnir|njálga|njálgsins|njálgar|njálgs|njálganna|njálgunum|njálgana|njálgum	<i>noun</i><br><ol><li>pinworm, threadworm (Enterobius vermicularis)</li></ol>
njóla|njólu	<i>noun</i><br><ol><li>(poetic) night</li></ol>
njóli|njólanum|njólann|njólans|njólar|njólana|njólarnir|njólu|njólunum|njólanna|njólum|njólinn|njóla	<i>noun</i><br><ol><li>northern dock, dooryard dock (Rumex longifolius)</li></ol>
njósna|njósnandi|þú njósnaðir|við njósnuðum|þú njósnar|þau njósnuðu|njósnaðu|hún|njósna (þú)|að njósna|njósnið (þið)|þið njósnuðuð|það njósnaði|njósnaði|njósnað|það njósni|ég njósna|þeir|ég njósnaði|hann|þau njósni|þú njósnir|það njósnar|njósniði|þau njósna|ég njósni|þið njósnið|þær|við njósnum	<i>verb</i><br><ol><li>to spy</li></ol>
njósnaflugvél|njósnaflugvélarnar|njósnaflugvélin|njósnaflugvélunum|njósnaflugvélum|njósnaflugvélina|njósnaflugvélarinnar|njósnaflugvélanna|njósnaflugvéla|njósnaflugvélinni|njósnaflugvélar	<i>noun</i><br><ol><li>reconnaissance aircraft</li></ol>
njósnari|njósnarar|njósnarans|njósnara|njósnarinn|njósnararnir|njósnarann|njósnaranna|njósnurunum|njósnaranum|njósnarana|njósnurum	<i>noun</i><br><ol><li>spy</li></ol>
njóta|þú nýtur|predicatively|hún|nutu|notinna|njótiði|við nutum|ég nyti|njótandi|það nýtur|þau nutu|ég naut|notnar|naust|njótandist|notið|þau njótast|notins|þú njótist|ég naust|notinni|njóstu|njóttu|það njótist|ég njótist|þú njótir|við nutumst|notnir|við njótumst|þið njótist|nutum|þeir|þið nytuð|ég nytist|ég nýst|it is never used attributively|notna|þið nytust|njótið (þið)|þið nutuð|þau njóta|það nyti|njótisti|þau nytu|það nýst|þau nytust|nýtur|ég nýt|njóst (þú)|hann|naut|þú nytir|þau njótist|nýt|notist|notnu|notni|njót (þú)|þið nutust|notnum|þú naust|notinn|að njótast|njótist (þið)|það njóti|að njóta|þau njóti|notinnar|notin|við nytum|only for explicatory subclauses|við nytumst|það naust|þú nýst|við njótum|þau nutust|þið njótið|þú nytist|það naut|það nytist|ég njóti|þær	<i>verb</i><br><ol><li>to enjoy, to relish</li><li>to benefit from</li></ol>
njóta sín	<i>verb</i><br><ol><li>to use one's abilities to the full, to come into one's own</li></ol>
njótast|naust	<i>verb</i><br><ol><li>(of a couple) to live together, to enjoy sex with each other</li></ol>
noh	<i>intj</i><br><ol><li>an expression showing that one is impressed (either mildly or very impressed) or surprised; Oh wow; Would you look at that?</li></ol>
nojaður	<i>adj</i><br><ol><li>(slang) paranoid, exhibiting fear or distrust of others (often describing transient paranoia)</li></ol>
nokkrir	<i>adj</i><br><ol><li>a few, a couple</li></ol>
nokkur|nokkuð|nokkrar|nokkru|nokkurrar|nokkrum|nokkra|nokkurs|nokkurra|nokkurri|nokkurn|nokkurt|nokkrir	<i>pron</i><br><ol><li>some</li></ol>
nokkurn veginn	<i>adv</i><br><ol><li>more or less</li></ol>
nokkuð	<i>adv</i><br><ol><li>fairly, quite</li></ol>
nopi|nopa|nopar|nopanna|nopunum|nopinn|nopana|nopann|noparnir|nopans|nopum|nopanum	<i>noun</i><br><ol><li>(regional) miser</li></ol>
normaldreifing	<i>noun</i><br><ol><li>(statistics) normal distribution</li></ol>
norn|nornunum|nornin|norninni|nornirnar|nornir|nornar|nornum|nornarinnar|norna|nornanna|nornina	<i>noun</i><br><ol><li>witch (person who uses magic)</li></ol>
norræna|norrænunnar|norrænan|norrænu|norrænuna|norrænunni	<i>noun</i><br><ol><li>Old Norse</li></ol>
norrænn|norrænum|norræna|norrænast|norrænustu|norrænar|norrænastan|norrænastir|norrænan|norrænastur|norrænasta|norrænastri|norrænu|norrænustum|norræns|norrænust|norrænastra|norræn|norrænni|norrænna|norrænastar|norrænasti|norrænnar|norrænir|norrænt|norrænasts|norrænastrar|norræni	<i>adj</i><br><ol><li>Nordic</li></ol>
norska|norskunnar|norskunni|norskan|norsku|norskuna	<i>noun</i><br><ol><li>Norwegian (language)</li></ol>
norskur|norskasti|norskast|norskrar|norskastrar|norskra|norskastir|norskastur|norskastri|norskasts|norskar|norskari|norskastra|norskasta|norsk|norskri|norski|norskustum|norskustu|norskust|norskara|norskir|norsku|norskt|norskan|norskum|norskastar|norska|norskastan|norsks	<i>adj</i><br><ol><li>Norwegian</li></ol>
norðaustur|norðausturs|norðaustrinu|norðaustri|norðaustrið|norðaustursins	<i>noun</i><br><ol><li>northeast</li></ol><br><i>adv</i><br><ol><li>northeast</li></ol>
norður|norðursins|norðri|norðrið|norðurs|norðrinu	<i>noun</i><br><ol><li>north</li></ol><br><i>adv</i><br><ol><li>north, northward</li></ol>
norðurlega	<i>adv</i><br><ol><li>northerly</li></ol>
norðurljós|norðurljósin|norðurljósunum|norðurljósum|norðurljósanna|norðurljósa	<i>noun</i><br><ol><li>northern lights, aurora borealis</li></ol>
norðursamíska|norðursamísku|norðursamískunnar|norðursamískan|norðursamískunni|norðursamískuna	<i>noun</i><br><ol><li>Northern Sami (language)</li></ol>
norðvestur|norðvestrið|norðvesturs|norðvestri|norðvestursins|norðvestrinu	<i>noun</i><br><ol><li>northwest</li></ol><br><i>adv</i><br><ol><li>northwest</li></ol>
nostalgía	<i>noun</i><br><ol><li>nostalgia</li></ol>
not|notanna|notin|notunum|nota|notum	<i>noun</i><br><ol><li>use</li></ol>
nota|það noti|þau noti|nota (þú)|notastu|notaður|þau notist|predicatively|notandi|notaðra|notaði|að notast|ég notist|þú notaðist|hún|það notar|þau notuðust|það notist|notið (þið)|þú notir|ég noti|notast|við notuðumst|only for explicatory subclauses|notuðum|við notuðum|notaðri|ég notaðist|þið notuðuð|notaðan|þið notið|þið notuðust|þeir|ég notast|það notaði|notaðrar|það notaðist|it is never used attributively|notaðir|notaða|þið notist|hann|notaðar|þau nota|það notast|notast (þú)|notisti|notaðu|að nota|notaðs|þau notuðu|þú notast|þú notar|notuðu|þú notaðir|notandist|ég nota|við notumst|þú notist|notist (þið)|ég notaði|notað|notiði|þau notast|við notum|þær|notuð	<i>verb</i><br><ol><li>to use</li></ol>
notalegur|notalegastra|notalegar|notalegastri|notalegt|notalegrar|notalegri|notalegs|notalegastur|notalegasti|notalegustum|notalegust|notalegi|notalegir|notalegastrar|notalegan|notalegasta|notalegastan|notalegum|notaleg|notalegasts|notalegast|notalegastir|notalegustu|notalegra|notalegastar|notalegu|notalega	<i>adj</i><br><ol><li>comfortable</li></ol>
notandanafn|notendanöfn|notandanöfn|notandanafns	<i>noun</i><br><ol><li>(computing) username</li></ol>
notandi|notenda|notendur|notendunum|notandinn|notandanum|notandann|notandans|notendanna|notanda|notendurnir|notendurna|notendum	<i>noun</i><br><ol><li>a user, one who utilizes something</li><li>(computing) a computer user</li></ol>
notaður|notaðastur|notaðri|notað|notuð	<i>adj</i><br><ol><li>used, second-hand</li></ol>
notendavænn|notendavænni|notendavænstur	<i>adj</i><br><ol><li>user-friendly</li></ol>
nothæfur|nothæfi|nothæfust|nothæfastra|nothæfri|nothæfasti|nothæfan|nothæfa|nothæfara|nothæfustum|nothæfir|nothæft|nothæf|nothæfar|nothæfs|nothæfastur|nothæfastir|nothæfustu|nothæfast|nothæfrar|nothæfum|nothæfari|nothæfastar|nothæfra|nothæfu|nothæfasta|nothæfastrar|nothæfasts|nothæfastri|nothæfastan	<i>adj</i><br><ol><li>usable</li></ol>
notkun|notkuninni|notkunarinnar|notkunin|notkunar|notkunina	<i>noun</i><br><ol><li>use (act of using), application</li></ol>
