Abraham	<i>name</i><br><ol><li>Abraham (prophet)</li></ol>
knop|knopp|knoppes|knoppe|knope|cnoppe	<i>noun</i><br><ol><li>A decorative or ornamental knob.</li><li>Another ornamental feature.</li><li>A kneecap</li><li>A bud of a plant.</li></ol>
knopped	<i>adj</i><br><ol><li>Knopped; having knops or knobs; fastened as with buttons.</li></ol>
knoppen|knoppedest|knoppe|knoppede|knoppynge|knoppeden|knoppende|knoppest|knoppeth|yknopped|knopped|to knoppen	<i>verb</i><br><ol><li>To put on, insert or install a part; to furnish.</li></ol>
knotte|knote|knotten|cnot|knott|notte|knottes|cnotte|knot	<i>noun</i><br><ol><li>knot, tie</li><li>binding, method of attachment, link</li><li>knob, protrusion, bump</li><li>clump, pile, group</li><li>joint, articulation, connection</li><li>(figuratively) puzzle, mental exercise</li><li>(figuratively) message, lesson</li><li>(figuratively) conclusion, outcome</li><li>(figuratively) bond, compact (of two parties)</li></ol>
knotted|icnotten|knottyd|cnotted|cnottede|knottid|iknotted|icnottet	<i>adj</i><br><ol><li>knotted, knotty, tangled</li><li>tied, linked</li><li>lumpy, bumpy</li></ol>
knotty|knotti|cnotti	<i>adj</i><br><ol><li>knotted, tied, linked</li><li>knotty, tangled, twisted</li><li>knobby, bumpy, clumped</li><li>knoblike, protruding</li></ol>
knowen|knowist|to knowen|knewe|knowynge|knowith|knowende|knowe|yknowen|knew|yknowe|knewen|knowest|knoweþ|knoweth	<i>verb</i><br><ol><li>to know (possess knowledge)</li></ol>
knowleche	<i>noun</i><br><ol><li>knowledge</li></ol>
knyf|knyffe|knefe|knyȝf|chnief|knyfe|knyfes|knyve|cnif|knijf|knife|knyv|knyves|cnyffe|knif	<i>noun</i><br><ol><li>A knife used in surgery.</li><li>A kitchen knife.</li><li>A knife or dagger (weapon)</li></ol>
knyght|knyte|kniȝt|knyȝt|knyȝght|kniȝte|knyht|knyghte|knyȝte|knict|knyghtes|kniht|knygȝt|knyghten|knighte|knicth|knight	<i>noun</i><br><ol><li>A knight (armoured noble soldier)</li><li>(by extension) A noble; a potentate.</li><li>(figuratively) A warrior; a fighter.</li><li>(chiefly Early Middle English) A servant or attendant.</li><li>(Early Middle English) A boy or youth.</li><li>(chess) A knight (chess piece)</li></ol>
knyghtely	<i>adv</i><br><ol><li>in the manner of a knight; chivalrously</li></ol>
knyghten|kniȝti|yknyghted|knyghteden|knicten|knyghtede|kniȝten|knyghte|knyhten|knyghteth|knyghtynge|knyghtest|to knyghten|knyghtedest|knyghtende|knyghted	<i>verb</i><br><ol><li>To knight (confer knighthood upon)</li></ol>
knyghtly|knyghtlyche|kniȝtly|knightlich|knyhtli|knyhtly|knyghttly|knyȝtly	<i>adj</i><br><ol><li>brave, bold, martial</li><li>chivalrous, knightly, noble</li></ol><br><i>adv</i><br><ol><li>bravely, martially</li><li>chivalrously, nobly</li></ol>
knytten|knetten|knyttende|knyttest|knyttede|knitten|knytteth|yknytted|knyt|knytted|knytteden|knutten|knitte|knyttyn|to knytten|knyttedest|knyttynge|yknyt|knytte	<i>verb</i><br><ol><li>To wrap or swaddle; to encase or surround in rope as to secure or amalgamate.</li><li>To secure, join together, close, or link by making a knot.</li><li>To make an irrevocable or permanent linkage or binding contract.</li><li>To join, unite or bring together; to make two things one.</li><li>To append or bring into another; to make one thing part of another.</li><li>To instill or inculcate a belief, worldview, ideal, or ideology.</li><li>To work out a argument or treatise out of words or ideas.</li><li>To fix or repair; to stop something from being broken or in disrepair.</li><li>To make, tie or create a knot; to tie thread as to stay secure.</li><li>To solidify, compress or harden; to cause to congeal or become hardened.</li><li>(figuratively) To finish, finalise or terminate; to bring something to its end.</li><li>(rare) To be in a link, connection, or relationship with another thing.</li><li>(rare) To be joined, united or brought together.</li><li>(rare) To incorporate or include (secret or esoteric) meanings.</li><li>(rare) To close up or turn off; to stop from working.</li></ol>
knytter|knettere	<i>noun</i><br><ol><li>An individual who causes uniting and mending.</li><li>A pharmaceutical product for repairing broken bones.</li></ol>
knyttynge|knuttyng|knytting|knyttyng|knitting|knettynge	<i>noun</i><br><ol><li>The act or state of connection or linkage, especially of fibres or cords.</li><li>Joining or unification; the making of multiple into one.</li><li>Something which joins, unifies, links, or connects.</li><li>(rare) The making of a mesh or netting.</li><li>(rare) Sealing; the act of making closed.</li><li>(rare) An end, finale, or termination.</li></ol>
kokerel|kokerelles|cokrell|cokerelle	<i>noun</i><br><ol><li>(Late Middle English) cockerel</li></ol>
kotyn	<i>noun</i><br><ol><li>(Late Middle English) Alternative form of coton</li></ol>
kowthe	<i>adj</i><br><ol><li>known</li></ol>
kunnynge	<i>noun</i><br><ol><li>cunning</li></ol>
kunreden	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of kynrede</li></ol>
kuvele	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of coule</li></ol>
kuþþe	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of kith</li></ol>
kychyn|kychyns	<i>noun</i><br><ol><li>kitchen (room for food preparation)</li><li>cooking, cuisine</li></ol>
kyken|kyketh|kykynge|kykedest|kykest|kyked|kykeden|ykyked|kyke|to kyken|kykende|kykede	<i>verb</i><br><ol><li>to kick</li></ol>
kyn	<i>noun</i><br><ol><li>A family; the set of one's relations.</li><li>A nation, tribe, or clan.</li><li>One's descendants or offspring.</li><li>Ancestry; one's ancestors.</li><li>(rare) A noble bloodline.</li><li>A kinsman or kinswoman; one of one's kin.</li><li>(Early Middle English) A class or group.</li><li>(Early Middle English) A method or means.</li><li>(rare) Sex, gender.</li></ol>
kynde	<i>noun</i><br><ol><li>one's inherent nature; character, natural disposition</li></ol>
kyndely	<i>adj</i><br><ol><li>true</li></ol>
kynrede|kynryde|kunrede|kenrede|kynrade|kenred|kynredes|kyndrede|kinderede|kynreden|kenreede|kinrede|kinredd|kynrod|kynnerede|kynred|kinradin|kynreede	<i>noun</i><br><ol><li>Ancestry; one's ancestors.</li><li>The state of having a noble bloodline.</li><li>One's relations; family, lineage.</li><li>One's descendants or offspring.</li><li>A sodality or fraternity.</li><li>A nation or people.</li></ol>
kyrk	<i>noun</i><br><ol><li>(Northern) Alternative form of chirche</li></ol>
kyrke	<i>noun</i><br><ol><li>(Northern) Alternative form of chirche</li></ol>
kyte|kuyte|kute|kete|kite|kytes|kijt	<i>noun</i><br><ol><li>A kite (the bird of prey)</li></ol>
kæie	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of keye (“key”)</li></ol>
lacche|lacches	<i>noun</i><br><ol><li>latch (of a door)</li><li>trap</li></ol>
lachet|lachets	<i>noun</i><br><ol><li>latchet</li></ol>
ladde|ladd|ladden|lad|laddes	<i>noun</i><br><ol><li>A (male) servant or hireling (usually of a noble)</li><li>A male commoner; a man with a low position in society.</li><li>A man of low morals or behaviour (used derogatorily)</li><li>Any man (without qualification); an adult male human being.</li><li>A lad or boy; a male human child (including babies)</li><li>(rare) A infantryman; a fighter who isn't mounted.</li></ol>
ladder|laddres|læddræ|laddre|ladre|læddre|laddren|lheddre|leddyr|leddre|ledder|leaddre|laddir	<i>noun</i><br><ol><li>(figuratively, religion) A symbolisation of the link from the heavens to the world.</li><li>(figuratively, rare) A method or way of achievement consisting of multiple steps.</li><li>(rare) A frame for a cart.</li></ol>
lady|ladye|ladi|laddy|ladij|lefdy|levedy|ladies|ladie|levedi|lavedi|lefdi	<i>noun</i><br><ol><li>A lady (mistress of a household)</li><li>A lady (noblewoman or female monarch).</li><li>A woman who manages an abbey or inn.</li><li>The wife of a noble or monarch.</li><li>A polite way to address a noble or honoured woman.</li><li>(by extension) Any woman.</li><li>A female deity (or the Virgin Mary).</li></ol>
lafdi	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of lady</li></ol>
lafe	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of love (“remainder”)</li></ol>
laffdiȝ	<i>noun</i><br><ol><li>(Ormulum) Alternative form of lady</li></ol>
laford	<i>noun</i><br><ol><li>(chiefly Early Middle English) Alternative form of lord</li></ol>
lah|lāh|lāhe|lāhest|loue|lāhere	<i>adj</i><br><ol><li>low</li></ol>
lahelese	<i>adj</i><br><ol><li>(Early Middle English) Alternative form of laweles</li></ol>
lahhen	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of laughen</li></ol>
lahhȝhenn	<i>verb</i><br><ol><li>(Ormulum) Alternative form of laughen</li></ol>
lahter	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of laughter</li></ol>
lakkynge	<i>noun</i><br><ol><li>lacking</li></ol>
lamb|lambre|lambe|lambren|lamber|lomb|lambes	<i>noun</i><br><ol><li>A lamb, its meat, or its skin.</li><li>A Christian believer.</li></ol>
lame	<i>verb</i><br><ol><li>To shine.</li></ol>
lana succida|lane succide	<i>noun</i><br><ol><li>(medicine) unwashed sheep’s wool, used raw or impregnated with medicinal oils, ointments, vel sim. as a medicament</li></ol>
land folc	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of lond folk</li></ol>
landbok|landbokes|land-bok	<i>noun</i><br><ol><li>A deed or title certifying and/or giving ownership.</li></ol>
landlorde|londe lord|lanlord|landlordis|landelauerd	<i>noun</i><br><ol><li>landlord, renter</li></ol>
lane|lanes	<i>noun</i><br><ol><li>a narrow way</li></ol>
langage|languages|language|langages	<i>noun</i><br><ol><li>language, tongue, speech</li><li>dialect, idiom, local speech</li><li>discussion, talk</li><li>country (with a shared language)</li></ol>
langore|langores	<i>noun</i><br><ol><li>languor</li></ol>
lanterne|lanternes|launterne|lantern|lantren|laterne	<i>noun</i><br><ol><li>A lantern or lamp.</li><li>(figuratively) An inspiration; guidance.</li><li>(figuratively) An example.</li></ol>
lappe|lappes	<i>noun</i><br><ol><li>lap (surface formed by one's legs when sitting down)</li></ol>
lappen	<i>verb</i><br><ol><li>to wrap, fold</li></ol>
lard|larde	<i>noun</i><br><ol><li>Bacon; fatty cured pork.</li><li>(by extension) Other fatty cured meat.</li><li>Lard, fat (usually of pigs)</li></ol>
larden|lardest|lardeden|lardedest|lardeth|lardende|to larden|lardede|larde|larded|lardynge	<i>verb</i><br><ol><li>To lard (blanket with fatty meat)</li><li>(rare) To coat with lard.</li></ol>
lardener|lardiner|lardyner|lardner	<i>noun</i><br><ol><li>lardiner (overseer of a larder)</li><li>(rare) larder (meat storehouse)</li></ol>
larder|lardyr|laardere|lardyre|lardre|lardure|lardere	<i>noun</i><br><ol><li>A stock of meat (originally cured pork)</li><li>The place where such a stock is made and stored.</li><li>(figuratively) Bloodshed, killing.</li></ol>
larew|lareaw|larewes|lareow	<i>noun</i><br><ol><li>(Early Middle English) One who teaches or leads.</li></ol>
larke|laverock|lauerche|laverke|larkes|livroche|lerke|laverok|leverock|laveroc|laverche	<i>noun</i><br><ol><li>skylark (Alauda arvensis)</li><li>The meat of a a skylark.</li></ol>
larspel|lar-spel|lorespelle|lar-spæl|larspell|lorspelle|larspelle|lor-spel	<i>noun</i><br><ol><li>(mainly Early ME) doctrine, teachings, orthodoxy</li><li>(mainly Early ME) A religious tract or speech.</li></ol>
larðewe|larþeawe|larðewes|larþeu|lorðeau|larþeow|lorðewe|lorþeu|larþawe	<i>noun</i><br><ol><li>(mainly Early ME) A tutor or mentor; a guide; usually used to refer to religious instructors.</li></ol>
las|lass	<i>noun</i><br><ol><li>lace</li></ol>
lasse|lasses	<i>noun</i><br><ol><li>A working girl</li></ol><br><i>adv</i><br><ol><li>less</li></ol>
laste	<i>adv</i><br><ol><li>last</li></ol><br><i>adj</i><br><ol><li>last</li></ol>
late	<i>adj</i><br><ol><li>slow, sluggish, reluctant.</li></ol><br><i>adv</i><br><ol><li>slowly, reluctantly</li></ol><br><i>noun</i><br><ol><li>Manner; behaviour; outward appearance or aspect.</li><li>A sound; voice.</li></ol>
latered	<i>adj</i><br><ol><li>Inclined to delay; dilatory.</li></ol>
lateste	<i>adj</i><br><ol><li>latest</li></ol>
lathe|lathes	<i>noun</i><br><ol><li>a barn to house livestock or store grain, etc.; a storehouse</li></ol>
latoun|latton|latone|lahtoun|latune|lateyne|leyton|latun|latten|laton|laten|lattin	<i>noun</i><br><ol><li>latten; often seen as the same as orichalcum</li></ol>
laufulnes|lauhfulnesse|lahfulnesse	<i>noun</i><br><ol><li>The state of honouring a contract, promise or directive.</li><li>The state of being respectable or highly accepted by society.</li></ol>
laughen|lowe|lauȝe|leiȝe|low|laughe|leygh|laughedest|to laughen|lauȝhe|leighȝen|laughede|lawen|leigh|lough|lauȝwhen|laugheden|laughed|lyȝhe|lawȝe|laughynge|laughende|laghen|laugheth|leyȝe|lauȝen|laughest|lowen|lawhyn|laghe|6 or weak in -ed	<i>verb</i><br><ol><li>To laugh; to break out in laughter or laughing.</li><li>To express glee or joyfulness; to show happiness.</li><li>(usually with a preposition) To reminisce about; to remember with affection.</li><li>(rare) To laugh about an incident or thing.</li></ol>
laughter|laghter|laughtre|laȝtir|laughtere|laughtir|laughtres|laghtre|lauȝtere|lauhtre|lauȝter|laȝter|lauȝtur|leiȝtir	<i>noun</i><br><ol><li>Laughter; the production of laughs or snickers.</li><li>An instance or bout of laughing or laughter.</li><li>A humorous matter; something worthy of being derided.</li></ol>
lauhwen	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of laughen</li></ol>
laumpe|lawmpe|laumpes|laumpen|lompe|lampe|lamp|lamppe	<i>noun</i><br><ol><li>A lamp or light.</li><li>(figuratively) A metaphorical light or fire.</li><li>(alchemy) An alchemical heater.</li></ol>
launce|launs|lawnce|lawnse|launces|launse|lance	<i>noun</i><br><ol><li>A lance (long spear).</li><li>A javelin (throwing spear).</li><li>(rare) A lancer; someone armed with a lance.</li><li>(figuratively, rare) That which is long and pointed.</li></ol>
launcegay|lawncegay|launcegayes|launchgay|launsgay|launcegaye	<i>noun</i><br><ol><li>A light lance.</li></ol>
launcele|launcelle|lancele|launsele|launcell	<i>noun</i><br><ol><li>ribwort (Plantago lanceolata)</li></ol>
launcen|launce|lawncyn|launceden|launcynge|launceth|ylaunced|launsen|launcede|launcende|lance|to launcen|launced|launcest|launcedest	<i>verb</i><br><ol><li>To strike forwards with a weapon.</li><li>To spring or leap forwards.</li><li>To run or charge towards.</li><li>(of plants, rare) To grow; to spring up.</li></ol>
launcet|lancete|lawnset|lonset|launcette|lancet|lawncet|launset|lancette|launsette|launcettes	<i>noun</i><br><ol><li>lancet (surgical instrument)</li></ol>
launchen|lawnch|launchest|launched|launchynge|ylaunched|launchedest|lawnchyn|launchede|launche|to launchen|launcheth|launcheden|launchende	<i>verb</i><br><ol><li>To strike or thrust with a weapon.</li><li>To propel as a lance; to cast out.</li><li>To spring or leap forwards.</li><li>To run or charge towards.</li><li>(of plants, rare) To grow; to spring up.</li></ol>
launde|laundes	<i>noun</i><br><ol><li>A grassy plain or pasture, especially surrounded by woodland; a glade.</li></ol>
laurer|laurers	<i>noun</i><br><ol><li>laurel</li></ol>
lauriol	<i>noun</i><br><ol><li>spurge laurel</li></ol>
laus	<i>adj</i><br><ol><li>loose</li></ol>
lavatorie|lavatory|lavatorye|lavetory	<i>noun</i><br><ol><li>A receptacle to hold water used for religious purposes.</li><li>(rare) The process of religious immersion; baptism.</li></ol>
lave	<i>noun</i><br><ol><li>(Northern) Alternative form of love (“remainder”)</li></ol>
laven|lafte|laftest|laved|lave|ylaft|lavedest|laave|lavien|lavende|laveden|lavede|ylaved|lavynge|lavi|lavest|to laven|laften|laft|laveth	<i>verb</i><br><ol><li>To clean with water; to wash or bath.</li><li>To gush or spurt; to move as liquid.</li><li>To remove or throw out water; to lave.</li><li>(rare) To deposit or pour water.</li></ol>
lavender|lawndere|lavenderes|lavendere|lavendeer|lawnder|lawender|lavendre|launder	<i>noun</i><br><ol><li>A washer; one (especially a woman) who washes clothes.</li><li>(euphemistic) A woman employed in prostitution or having loose morals.</li></ol>
lavendre|lavendyr|lavandyr|lavandre|lavendyre|lavender	<i>noun</i><br><ol><li>lavender</li></ol>
lavendrye|lavandrie|lavendrey|lavendrie|launderie|lawndre	<i>noun</i><br><ol><li>A part of a manor or a facility for washing clothes; a laundry.</li><li>(rare) The action of washing or cleaning clothes; laundering.</li></ol>
laverd	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of lord</li></ol>
lavour|lavyr|lavur|laver|lavours|lavor	<i>noun</i><br><ol><li>A jug or pitcher; a container for pouring water.</li><li>A basin or sink for washing one's hands in.</li><li>(rare) A cream for washing one's skin.</li></ol>
lawday|laghe daye|lawdayes|lagheday|lawdai|laweday	<i>noun</i><br><ol><li>A day when a local court meets, especially the court for each of the hundreds (administrative divisions)</li></ol>
lawe|lauwe|laugh|lawen|laue|laȝhe|laȝwe|laghe|lagh|lau|lage|laȝe|lawes|law	<i>noun</i><br><ol><li>Ecclesiastical, canon or church law.</li><li>The regulations followed by a job or group of people.</li><li>Directives, obligations, or tasks set to someone.</li><li>Legality; what is legally (and often seen as morally) right.</li><li>The Bible or one of the two books which it is composed of.</li><li>A religion (especially Christianity).</li><li>The Torah or the moral strictures contained within it.</li><li>One of the Ten Commandments or their totality.</li><li>The regulating and obligating nature of marriage.</li><li>(rare) Morality revealed or given from the heavens.</li><li>The practicing of law; litigation, legal action, or part of it.</li><li>The legal profession; law or the legal system as a job or occupation.</li><li>A legal ruling or decision; penalisation or compensation.</li><li>A legal community; the area under the aegis of a given legal system.</li><li>(rare) Getting one's acquaintances to attest one's innocence.</li><li>(rare) The law as an individual; those working in law.</li><li>The usual behaviour of a group or class of things.</li><li>The usual behaviour of a people, nation, or community.</li><li>The method, technique, or way in which something is accomplished.</li><li>Caution from violence due to law; the effects of law and order.</li><li>(rare) A trapping, ceremony, or ritual that forms part of a religion.</li><li>(rare) Customs, behaviours, or actions which are regarded as right; manners.</li><li>The administrative or governmental system present in a community.</li><li>A scientific or natural law; a statement of truth.</li><li>A dispensation (one of the periods of Christian history)</li><li>Information or wisdom from a trustworthy or reliable source.</li><li>A snide or pithy axiom or statement of a general truth.</li><li>(rare) Something which effects or changes; a force.</li><li>(rare) Might or potency; the ability to effect one's will.</li><li>(rare) The state or situation one is in.</li></ol>
laweful|laghful|lawefulle|laful|laghfull|lawful|lawfull|lawefull|lawefful|laughfull|lafull	<i>adj</i><br><ol><li>Lawful; allowed by the law or legal system.</li><li>Morally correct; allowed by one's moral code.</li><li>Legally or morally required, obligated, or demanded.</li><li>Following or respecting the local laws.</li><li>Respectable; highly accepted by society.</li><li>(rare) Usual, traditional, normal.</li><li>(rare) Allowed, accepted, permitted.</li></ol>
laweles|lawe-lis|lawles	<i>adj</i><br><ol><li>Not following the law or discipline; unruly, disorderly.</li><li>Not governed by or having information of any law.</li><li>(rare) Being an outlaw or criminal.</li></ol>
laweliche|laheliche|laȝelice|lagelice	<i>adv</i><br><ol><li>In a lawful way; with lawfulness.</li></ol>
lawely	<i>adj</i><br><ol><li>Lawful; allowed, required, or obligated by the law or legal system.</li></ol>
laweowre	<i>noun</i><br><ol><li>(Late Middle English) Alternative form of lawier</li></ol>
lawfully|laghfully|laufulleche|lawfulleche|law-fully|lawfulliche|laufulli|lagh-fulli|lawefulliche|lawefully|lawefulleche|lawfullich|lawfuly	<i>adv</i><br><ol><li>Lawfully; in a way allowed by the law or legal system.</li><li>In a morally or religiously correct or approved way.</li><li>In an appropriate, justifiable or warrantable way.</li><li>(rare) In a way that remains true to one's superiors.</li></ol>
lawghynge|lauȝwhing|lawȝhynge|lawegyng|laghynge|leiȝynge|lawȝing|lauȝwinge|laughinges|laȝhing|lauȝing|leyȝhyng|leȝinge|lawhynge|laghyng|laȝyng|laqwyng|laughhynge	<i>noun</i><br><ol><li>Laughing, the production of a laugh or snicker.</li><li>Fun, entertainment, enjoyment, revelling.</li><li>A humorous matter; a jest or jape.</li></ol>
lawier|lawer|laweer|lawiar|lawȝer|lawiere|lawyer|lawieris|laweȝer|lawere	<i>noun</i><br><ol><li>lawyer</li></ol>
lawyour	<i>noun</i><br><ol><li>(Late Middle English) Alternative form of lawier</li></ol>
lax|laxes|lex	<i>noun</i><br><ol><li>salmon</li></ol>
laȝe-lease	<i>adj</i><br><ol><li>(Early Middle English) Alternative form of laweles</li></ol>
laȝhelike	<i>adv</i><br><ol><li>(Ormulum) Alternative form of laweliche</li></ol>
laȝheliȝ	<i>adv</i><br><ol><li>(Ormulum) Alternative form of laweliche</li></ol>
leafdi	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of lady</li></ol>
leahter	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of laughter</li></ol>
leawde	<i>adj</i><br><ol><li>(Early Middle English) Alternative form of lewed</li></ol>
leawde mon	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of lewed man</li></ol>
leawede	<i>adj</i><br><ol><li>(Early Middle English) Alternative form of lewed</li></ol>
leche|leches	<i>noun</i><br><ol><li>an infusion</li><li>a sluggish stream</li><li>a strip, slice (cook)</li><li>a physician or surgeon</li><li>a bloodsucking worm</li></ol>
led|lede|lead|leyd|leyt|leod|leed	<i>noun</i><br><ol><li>lead (element Pl)</li><li>A cauldron (originally of lead)</li></ol>
lede|leyde|leod|lud|lyde|leden|leode|lude|leed|leede|ledes|lued|leude	<i>noun</i><br><ol><li>A vassal or subject.</li><li>A servant or retainer.</li><li>A ruler; one with governing authority.</li><li>(collectively) People, folk.</li><li>A nation; a people.</li><li>A race or stock; one's kindred.</li><li>Real estate; owned land.</li></ol>
leden|leded|ledeth|ledede|lededen|leden|led|ledende|ledde|yled|lede|to leden|ledynge|let|ledden|ledyng|yleded|ledyn|lededest|ledun|ledest|leedyn|leddest|leaden	<i>verb</i><br><ol><li>to lead (guide, conduct, direct)</li><li>to lead (manage, oversee, administrate)</li><li>to lead (rule, head, hold ultimate authority)</li><li>to carry, take, bring</li><li>to put, place, set down</li><li>to lead (a life), to live</li><li>to cause, engender, beget</li><li>To cover in lead; to attach lead to.</li><li>To make out of lead.</li><li>(figuratively, rare) To dumb down; to stupidify.</li></ol><br><i>adj</i><br><ol><li>Made of lead; containing lead</li><li>Having the appearance of lead; leaden</li></ol><br><i>noun</i><br><ol><li>Latin (language)</li><li>A language or tongue.</li><li>singing, music</li></ol>
ledish	<i>adj</i><br><ol><li>Pertaining to the people; popular; national.</li></ol>
lee	<i>verb</i><br><ol><li>To lie; to speak falsely.</li></ol>
leef|leves|leve|lefe|lefes|lewe	<i>noun</i><br><ol><li>leaf</li></ol>
leene	<i>adj</i><br><ol><li>lean (skinny; scrawny)</li></ol>
leep	<i>verb</i><br><ol><li>leap</li></ol>
lef	<i>adj</i><br><ol><li>beloved, dear</li></ol><br><i>adv</i><br><ol><li>beloved, dear</li></ol>
leg|legge|legges	<i>noun</i><br><ol><li>leg, limb</li><li>shank, shin</li><li>leg (cut of meat)</li><li>leg armour</li><li>The stem of a wine glass</li></ol>
lege|liage|lege|leege|legge|liege|leke|lewke|legi|lyge|leyge|lyege|leuge|leges	<i>noun</i><br><ol><li>league (unit of meaurement)</li><li>(One of) one's subjects or vassals; (one of) those under one's control.</li><li>A hireling or servant; one who is in another's service.</li><li>(rare) One's feudal overlords or superiors.</li></ol><br><i>adj</i><br><ol><li>Being able to command obedience from one's inferiors.</li><li>Tied by pledge to obey one's superiors; being subjected by an authority to duty.</li><li>(rare) Otherwise bound by feudal obligations.</li></ol>
lege man|leege man|liegeman|lege men|legeman|lige man|ligeman|lyge-man|liege man	<i>noun</i><br><ol><li>A liegeman; one who is subordinate to a feudal superior.</li><li>(rare) One who is obedient to their superior.</li></ol>
legement|ligements|ligement	<i>noun</i><br><ol><li>ledgement, stringcourse</li></ol>
legende|legant|legent|legande|legendes	<i>noun</i><br><ol><li>A hagiography, especially when read in church (a biography of a saint)</li><li>A compendium of hagiographies (a biography of a saint)</li><li>A tale or narrative focusing on a single individual; a biography.</li><li>Any tale or narrative, especially one of a historical background.</li></ol>
legge|legges	<i>noun</i><br><ol><li>supporting beam, supporting bar, bracing</li></ol>
legharneis|legge herneys|leggharnes|leggeharnes|legge harneyse|legharnoys	<i>noun</i><br><ol><li>legharness: leg armor</li></ol>
legist	<i>noun</i><br><ol><li>legist: one skilled in the law</li></ol>
lehter	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of laughter</li></ol>
lehȝen	<i>verb</i><br><ol><li>(Early Middle English) Alternative form of laughen</li></ol>
leihter	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of laughter</li></ol>
leke|leek|lekes|lek|leeke|leyke	<i>noun</i><br><ol><li>Garlic (Allium sativum)</li><li>Leek (Allium ampeloprasum)</li><li>(in expressions) Something of little value.</li></ol>
lemman|lemmans	<i>noun</i><br><ol><li>leman (a lover or sweetheart, especially a secret lover or mistress; a paramour)</li></ol>
lende|lynde|leende|lenden|leend|lendes	<i>noun</i><br><ol><li>(often in the plural) The (human) loins or their muscles.</li><li>The bottom portion of the torso.</li><li>The buttocks; the bottom.</li><li>(rare) The kidneys.</li></ol>
lenden|lent|lendyn|lendende|lendeth|lenten|leind|leynde|lendest|leynd|to lenden|lentest|lyende|lend|leende|lynde|ylent|lende|lente|ylend|lendynge	<i>verb</i><br><ol><li>To arrive; to reach one's destination.</li><li>To arrive at shore; to land.</li><li>To come together; to come to another.</li><li>To come upon; to light upon.</li><li>To live (in a condition); to pursue (an occupation).</li><li>(usually negated) To wait; to stay put.</li><li>To settle; to house; to give accommodation.</li><li>To maintain; to provide for.</li><li>To go; to move or journey.</li></ol>
lends	<i>noun</i><br><ol><li>Loins</li></ol>
lengthe|lengthes	<i>noun</i><br><ol><li>length</li></ol>
lenten|lentens	<i>noun</i><br><ol><li>spring</li><li>Lent</li></ol>
lentile|lentiles|lentil|lentylle	<i>noun</i><br><ol><li>The seed of the lentil (Lens culinaris) used as food.</li></ol>
leoda	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of lede (“people”)</li></ol>
leodlich|leodliche	<i>adj</i><br><ol><li>Of a people; of a nation</li></ol>
leodæ	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of lede (“people”)</li></ol>
leofman	<i>noun</i><br><ol><li>A lover, sweetheart or beloved.</li></ol>
leofmon	<i>noun</i><br><ol><li>A lover, sweetheart or beloved.</li></ol>
leove	<i>noun</i><br><ol><li>(Early Middle English) Alternative form of love (“love”)</li></ol>
lepen	<i>verb</i><br><ol><li>to leap</li></ol>
lere	<i>adj</i><br><ol><li>empty</li></ol><br><i>noun</i><br><ol><li>leer: one's appearance; countenance</li></ol>
leren	<i>verb</i><br><ol><li>to teach or instruct</li><li>to guide or lead</li></ol>
les|lease	<i>adj</i><br><ol><li>false; lying; deceptive</li></ol><br><i>noun</i><br><ol><li>falsehood; a lie</li></ol>
lesarde|lizard|lesard|lesards|lyzard|leesarde|lizarde|lysarde|lisarde|lacerta|lysard|lacert|lisard	<i>noun</i><br><ol><li>A lizard used as an alchemical ingredient.</li><li>A snakelike creature; a wyrm.</li><li>(rare) The sharpened tip of a blade</li><li>(rare, heraldry) A depiction of a lizard on a coat of arms.</li></ol>
lesse	<i>adv</i><br><ol><li>less</li></ol>
lessoun|lesczoun|lescun|lesceun|lecoun|lesson|lessouns	<i>noun</i><br><ol><li>A written text for recitation or memorisation; a teaching document or its contents.</li><li>A portion or section of the Bible or any other religious text (often recited at church)</li><li>A lesson (a task assigned to a pupil for learning and memorisation)</li><li>A lesson or learning (what one learns from experience, especially when preventative in nature)</li><li>The practice of revision or learning one's discipline.</li><li>(rare) An oral message or proclamation.</li></ol>
leste	<i>adj</i><br><ol><li>last; final</li></ol>
lete|letes	<i>noun</i><br><ol><li>a crossroads</li></ol>
leten|lettest|letest|leteth|yleten|lete|letende|7 or weak in -te|ylete|let|to leten|letten|letynge|lette	<i>verb</i><br><ol><li>to let</li></ol>
